patch_id,true_label,prediction,confidence,correct
1751,0,0,0.5992420315742493,1
4594,6,6,0.9903717041015625,1
21127,8,8,0.9790614247322083,1
12370,4,4,0.9434809684753418,1
4125,6,6,0.9983317255973816,1
11008,1,1,0.9920474290847778,1
23395,7,7,0.9911625385284424,1
3080,3,3,0.9931744933128357,1
22400,0,0,0.9999935626983643,1
22514,1,1,0.9774883985519409,1
15137,0,0,0.9975076913833618,1
6681,0,0,0.9966037273406982,1
5219,5,5,0.37547698616981506,1
2355,2,2,0.9104422330856323,1
4674,5,3,0.5844364166259766,0
14575,1,1,0.9999996423721313,1
6563,5,5,0.9178408980369568,1
17492,9,9,0.5423204898834229,1
15770,7,7,0.9902539849281311,1
20830,1,1,0.9989407658576965,1
1777,2,2,0.999043881893158,1
21617,7,7,0.9983062744140625,1
21293,4,6,0.2835693061351776,0
14504,0,3,0.4947856664657593,0
21236,7,7,0.9978208541870117,1
18558,4,4,0.9928656816482544,1
22916,8,8,0.6349797248840332,1
18760,6,2,0.9536153674125671,0
17389,8,8,0.85763019323349,1
13155,8,8,0.45380446314811707,1
13999,5,5,0.9628926515579224,1
10265,8,8,0.9724650382995605,1
17239,2,2,0.9999483823776245,1
6288,3,3,0.5347967147827148,1
11514,6,6,0.6605327725410461,1
23652,1,1,0.9998705387115479,1
11939,6,6,0.9972479939460754,1
2174,7,7,0.9195597767829895,1
15441,4,4,0.9941592216491699,1
12260,1,1,0.9636335968971252,1
25046,6,6,0.8850532174110413,1
13958,9,9,0.508264422416687,1
20974,8,8,0.7659522294998169,1
10626,6,6,0.9260087609291077,1
22545,5,5,0.9241749048233032,1
20288,5,5,0.575097918510437,1
13790,7,7,0.9983952641487122,1
2817,4,4,0.7928885817527771,1
8344,4,4,0.9978717565536499,1
11708,1,1,0.9998028874397278,1
2379,1,1,0.9587058424949646,1
23602,2,2,0.989719033241272,1
24357,8,6,0.5259432792663574,0
16783,4,4,0.993498682975769,1
11723,9,9,0.9937194585800171,1
5140,5,5,0.9750229716300964,1
14563,1,1,0.999927282333374,1
11905,7,7,0.5477089881896973,1
4657,5,5,0.9687840342521667,1
9888,7,7,0.9942402839660645,1
22827,6,6,0.840935230255127,1
23911,7,7,0.9986342787742615,1
968,3,3,0.8296977281570435,1
18416,2,2,0.9699603319168091,1
15166,7,7,0.9910902976989746,1
15537,6,6,0.3593558371067047,1
112,6,6,0.9461341500282288,1
9754,8,8,0.9876214861869812,1
3827,1,1,0.9953416585922241,1
16427,8,8,0.9471111297607422,1
4853,8,1,0.5143071413040161,0
5025,8,2,0.3841949999332428,0
5497,5,5,0.7541778087615967,1
415,5,5,0.8646368384361267,1
6055,2,2,0.9999688863754272,1
4242,6,5,0.7191376090049744,0
16007,3,3,0.9957068562507629,1
16184,6,6,0.9127025604248047,1
15180,2,2,0.7423248291015625,1
16402,3,3,0.999279797077179,1
12883,7,7,0.9815195798873901,1
12596,2,2,0.999970555305481,1
13383,0,0,0.9997633099555969,1
17140,0,0,0.99383944272995,1
11249,7,7,0.9801114201545715,1
2927,3,3,0.979627251625061,1
13380,3,3,0.9429082870483398,1
24593,5,5,0.9827500581741333,1
14507,8,3,0.4348772466182709,0
9355,8,8,0.8053632974624634,1
3943,3,3,0.8252568244934082,1
4913,4,4,0.9843273758888245,1
23440,4,4,0.45397013425827026,1
19289,7,7,0.981623649597168,1
17841,6,6,0.9804714918136597,1
18139,0,0,0.9464300274848938,1
18549,7,7,0.999864935874939,1
7215,7,7,0.9999938011169434,1
10574,7,7,0.7211539149284363,1
10329,7,7,0.5331403017044067,1
21502,4,4,0.9795006513595581,1
1209,8,8,0.7704067230224609,1
22202,6,6,0.9594234824180603,1
12914,2,2,0.8777880668640137,1
23477,6,6,0.9622841477394104,1
13286,5,5,0.8488547801971436,1
24957,2,2,0.999175488948822,1
23215,9,9,0.8659520149230957,1
8171,3,3,0.8069730401039124,1
13427,4,4,0.9891479015350342,1
1985,9,9,0.9427125453948975,1
19607,1,1,0.80865079164505,1
15138,4,4,0.9121737480163574,1
18496,3,3,0.9955471754074097,1
11341,5,5,0.6849440932273865,1
3210,6,5,0.5096427798271179,0
9044,3,3,0.9742897152900696,1
1784,1,1,0.8106935024261475,1
20687,7,7,0.9974247217178345,1
21479,1,1,0.9998021721839905,1
4465,7,7,0.9993599057197571,1
8098,3,3,0.9999982118606567,1
1105,1,1,0.9948434829711914,1
24036,0,0,0.9987832903862,1
24825,1,1,0.9999920129776001,1
20081,4,4,0.7770900726318359,1
11780,5,5,0.8037219047546387,1
18228,2,2,0.804243803024292,1
4363,4,4,0.9986860156059265,1
10210,7,1,0.8554728031158447,0
7005,2,2,0.9987983703613281,1
7071,3,3,0.7599986791610718,1
25299,4,4,0.9885010719299316,1
3393,0,0,0.7767355442047119,1
10532,8,9,0.3759531080722809,0
14271,3,3,0.7432793378829956,1
12814,4,4,0.9982543587684631,1
1763,1,1,0.7130497097969055,1
2795,4,4,0.9425950050354004,1
5329,2,2,0.9578570127487183,1
11024,8,6,0.9531762599945068,0
23383,6,6,0.9535107612609863,1
582,2,2,0.9746739268302917,1
20037,5,5,0.8969135284423828,1
4876,3,3,0.6087052226066589,1
16157,1,1,0.9995328187942505,1
24155,7,7,0.9999406337738037,1
21035,1,1,0.9999176263809204,1
2530,2,2,0.7658757567405701,1
20951,4,4,0.992608368396759,1
9752,9,9,0.6242532730102539,1
20362,9,8,0.5612600445747375,0
5669,2,2,0.9445039629936218,1
9395,6,6,0.8502626419067383,1
22115,2,2,0.5446627140045166,1
3784,5,5,0.6208690404891968,1
15518,1,1,0.9381483197212219,1
22913,1,1,0.6021315455436707,1
22485,8,8,0.9915819764137268,1
14166,9,9,0.5483494997024536,1
4606,8,8,0.7793593406677246,1
12043,8,8,0.3308503329753876,1
20255,9,9,0.9706016182899475,1
21390,8,6,0.5137212872505188,0
13388,6,6,0.8624639511108398,1
9382,0,0,0.9991876482963562,1
11878,4,4,0.9975348711013794,1
10774,1,1,0.9999997615814209,1
2211,4,4,0.9990824460983276,1
22804,1,1,0.9907628893852234,1
17903,3,0,0.49555709958076477,0
16889,1,1,0.5685186982154846,1
3013,8,8,0.8279637098312378,1
19919,8,8,0.5339069962501526,1
7911,0,0,0.7861554622650146,1
6473,5,5,0.9930216670036316,1
14963,2,2,0.9382179975509644,1
3189,3,3,0.8638140559196472,1
21433,6,6,0.8070217967033386,1
21534,9,9,0.9994152784347534,1
4378,4,4,0.7086411118507385,1
4179,3,3,0.9999864101409912,1
20275,7,7,0.891028106212616,1
724,4,4,0.9485597610473633,1
15532,5,5,0.9951783418655396,1
7808,4,3,0.5641754865646362,0
3185,7,7,0.9988836646080017,1
8217,5,5,0.9534567594528198,1
15284,2,2,0.9948393702507019,1
2195,1,1,0.9257514476776123,1
21296,0,0,0.9696874618530273,1
14286,3,3,0.9880388379096985,1
4261,0,0,0.9998148083686829,1
24480,2,2,0.9997424483299255,1
23581,7,7,0.9920877814292908,1
24364,7,7,0.998046875,1
4259,4,4,0.9016639590263367,1
4323,8,8,0.6871829628944397,1
26017,2,2,0.9999567270278931,1
4055,9,9,0.43417030572891235,1
23968,6,6,0.9807850122451782,1
4914,2,2,0.9980584979057312,1
17310,7,7,0.5682047009468079,1
14981,2,2,0.5862202644348145,1
7511,6,6,0.9270936846733093,1
4136,9,9,0.988594651222229,1
8043,2,2,0.9837312698364258,1
14360,4,4,0.9878591895103455,1
6364,0,0,0.9983572363853455,1
8827,4,4,0.955525279045105,1
24886,9,2,0.9943997263908386,0
21392,2,2,0.9976170063018799,1
18654,6,6,0.9499351978302002,1
21766,1,1,0.545508861541748,1
25433,8,1,0.3882902264595032,0
10927,8,1,0.7775195837020874,0
14092,6,6,0.9982593655586243,1
20936,9,5,0.7428403496742249,0
23711,4,4,0.9760501980781555,1
19260,7,7,0.9557945132255554,1
17360,3,3,0.9449994564056396,1
965,0,0,0.9034788608551025,1
463,6,9,0.4521889090538025,0
8945,6,5,0.49901679158210754,0
14090,2,2,0.9975370168685913,1
8479,9,9,0.9965088963508606,1
24477,2,2,0.9971489310264587,1
8195,0,0,0.9996562004089355,1
1773,0,0,0.9766280651092529,1
11776,2,2,0.4076518714427948,1
3313,6,6,0.9916165471076965,1
5424,9,9,0.9457393884658813,1
19606,2,2,0.9231324791908264,1
10110,9,9,0.9796629548072815,1
22872,6,7,0.8971131443977356,0
7573,1,1,0.999956488609314,1
7105,3,3,0.9978411197662354,1
18854,1,1,0.9980757236480713,1
14576,9,9,0.9998553991317749,1
9376,0,0,0.9938947558403015,1
20128,8,8,0.9977139234542847,1
24854,9,9,0.9999462366104126,1
4937,2,2,0.8497182726860046,1
338,3,3,0.9808985590934753,1
9981,3,3,0.6524746417999268,1
6665,8,8,0.9723347425460815,1
6704,0,0,0.9792885184288025,1
23255,2,2,0.9999109506607056,1
5355,5,5,0.9611829519271851,1
22422,1,1,0.9231258630752563,1
7367,9,9,0.8950216174125671,1
13489,7,7,0.622531533241272,1
20955,7,7,0.9931744933128357,1
25439,9,9,0.9999971389770508,1
12711,8,8,0.929095983505249,1
7671,6,6,0.6474481821060181,1
20420,8,9,0.493249773979187,0
12630,2,7,0.3234831392765045,0
21394,1,1,0.949492335319519,1
7095,1,1,0.9212281703948975,1
11532,9,9,0.9427443742752075,1
2853,3,3,0.9970707893371582,1
13487,0,0,0.9947651624679565,1
9350,9,9,0.9866381883621216,1
24164,4,4,0.9609503149986267,1
23155,7,7,0.9846922159194946,1
1588,8,3,0.40993431210517883,0
5400,5,6,0.45247331261634827,0
8913,6,6,0.9799324870109558,1
4990,8,2,0.5199159383773804,0
13364,7,7,0.9997218251228333,1
1157,1,1,0.9128291606903076,1
19432,6,6,0.9992469549179077,1
24861,1,1,0.9355467557907104,1
16303,0,0,0.7043210864067078,1
23675,1,1,0.9947385191917419,1
10816,5,5,0.9414113759994507,1
25683,7,7,0.9986573457717896,1
6680,7,7,0.8360468149185181,1
15541,1,1,0.9705219864845276,1
129,9,9,0.9287382364273071,1
10977,5,5,0.9789870381355286,1
7518,5,5,0.7350670695304871,1
15350,0,0,0.9968705773353577,1
4712,2,2,0.9978623986244202,1
3234,1,1,0.9447098970413208,1
21292,8,6,0.6226696372032166,0
6439,6,8,0.5630543828010559,0
16930,4,4,0.7703577280044556,1
25255,6,2,0.4210307002067566,0
5562,6,6,0.9979825019836426,1
20888,6,6,0.8408111333847046,1
17907,0,0,0.9902803301811218,1
15282,5,6,0.7014886736869812,0
9564,5,5,0.9946517944335938,1
2105,5,5,0.6973832249641418,1
2188,5,5,0.9799109697341919,1
10587,9,9,0.9860349893569946,1
20421,8,9,0.7610509395599365,0
23070,0,0,0.9994899034500122,1
19127,6,6,0.9735544919967651,1
7302,3,3,0.9958076477050781,1
